,time,volume,Timestamp,close,open,high,low,RF_BuySignal,RF_SellSignal,GreenArrow,RedArrow
1970-01-01 00:00:00.000000035,1748395800,274,2025-05-28 01:30:00,0.2256225,0.22553511316612423,0.2259,0.22544,0,0,False,False
1970-01-01 00:00:00.000000036,1748396700,303,2025-05-28 01:45:00,0.2250275,0.22557880658306212,0.22622,0.22414,0,0,False,False
1970-01-01 00:00:00.000000037,1748397600,56,2025-05-28 02:00:00,0.22381,0.22530315329153106,0.22530315329153106,0.22381,0,0,False,False
1970-01-01 00:00:00.000000038,1748398500,988,2025-05-28 02:15:00,0.22375,0.22455657664576553,0.22455657664576553,0.22375,0,0,False,False
1970-01-01 00:00:00.000000039,1748399400,0,2025-05-28 02:30:00,0.22375,0.22415328832288278,0.22415328832288278,0.22375,0,0,False,False
1970-01-01 00:00:00.000000040,1748400300,21,2025-05-28 02:45:00,0.22411,0.2239516441614414,0.22411,0.2239516441614414,0,0,False,False
1970-01-01 00:00:00.000000041,1748401200,22,2025-05-28 03:00:00,0.22365,0.2240308220807207,0.2240308220807207,0.22365,0,0,False,True
1970-01-01 00:00:00.000000042,1748402100,513,2025-05-28 03:15:00,0.22402300000000003,0.22384041104036034,0.224026,0.22384041104036034,0,0,False,False
1970-01-01 00:00:00.000000043,1748403000,0,2025-05-28 03:30:00,0.224026,0.22393170552018019,0.224026,0.22393170552018019,0,0,False,False
1970-01-01 00:00:00.000000044,1748403900,988,2025-05-28 03:45:00,0.22484500000000002,0.2239788527600901,0.22485,0.2239788527600901,0,0,True,False
1970-01-01 00:00:00.000000045,1748404800,209,2025-05-28 04:00:00,0.22426000000000001,0.22441192638004506,0.22441192638004506,0.22414,0,0,False,False
1970-01-01 00:00:00.000000046,1748405700,192,2025-05-28 04:15:00,0.223605,0.22433596319002252,0.22433596319002252,0.2236,0,0,False,True
1970-01-01 00:00:00.000000047,1748406600,101,2025-05-28 04:30:00,0.2241875,0.22397048159501126,0.22471,0.22367,0,0,False,False
1970-01-01 00:00:00.000000048,1748407500,75,2025-05-28 04:45:00,0.22479,0.22407899079750565,0.22479,0.22407899079750565,0,0,True,False
1970-01-01 00:00:00.000000049,1748408400,1354,2025-05-28 05:00:00,0.22376000000000001,0.22443449539875282,0.22443449539875282,0.22365,0,0,False,False
1970-01-01 00:00:00.000000050,1748409300,669,2025-05-28 05:15:00,0.223975,0.22409724769937642,0.22411,0.22384,0,0,False,False
1970-01-01 00:00:00.000000051,1748410200,1435,2025-05-28 05:30:00,0.22407900000000003,0.2240361238496882,0.224446,0.22381,0,0,False,False
1970-01-01 00:00:00.000000052,1748411100,2123,2025-05-28 05:45:00,0.22396000000000002,0.2240575619248441,0.2240575619248441,0.22389,0,0,False,False
1970-01-01 00:00:00.000000053,1748412000,2042,2025-05-28 06:00:00,0.22290899999999997,0.22400878096242205,0.22400878096242205,0.22264,0,0,False,True
1970-01-01 00:00:00.000000054,1748412900,22,2025-05-28 06:15:00,0.22278,0.223458890481211,0.223458890481211,0.22278,0,0,False,False
1970-01-01 00:00:00.000000055,1748413800,1154,2025-05-28 06:30:00,0.222574,0.2231194452406055,0.2231194452406055,0.22234,0,0,False,True
1970-01-01 00:00:00.000000056,1748414700,627,2025-05-28 06:45:00,0.222615,0.22284672262030275,0.22284672262030275,0.22244,0,0,False,False
1970-01-01 00:00:00.000000057,1748415600,0,2025-05-28 07:00:00,0.22279,0.22273086131015138,0.22279,0.22273086131015138,0,0,False,False
1970-01-01 00:00:00.000000058,1748416500,225,2025-05-28 07:15:00,0.2227,0.22276043065507567,0.22291,0.22243,0,0,False,False
1970-01-01 00:00:00.000000059,1748417400,34,2025-05-28 07:30:00,0.22318,0.22273021532753784,0.22318,0.22273021532753784,0,0,False,False
1970-01-01 00:00:00.000000060,1748418300,540,2025-05-28 07:45:00,0.22305,0.22295510766376891,0.22317,0.22293,0,0,False,False
1970-01-01 00:00:00.000000061,1748419200,2,2025-05-28 08:00:00,0.22262,0.22300255383188444,0.22300255383188444,0.22262,0,0,False,True
1970-01-01 00:00:00.000000062,1748420100,1,2025-05-28 08:15:00,0.22269,0.2228112769159422,0.2228112769159422,0.22269,0,0,False,False
1970-01-01 00:00:00.000000063,1748421000,50,2025-05-28 08:30:00,0.22313,0.2227506384579711,0.22324,0.2227506384579711,0,0,True,False
1970-01-01 00:00:00.000000064,1748421900,34,2025-05-28 08:45:00,0.22291,0.22294031922898555,0.22294031922898555,0.22291,0,0,False,False
1970-01-01 00:00:00.000000065,1748422800,50,2025-05-28 09:00:00,0.22282,0.22292515961449277,0.22292515961449277,0.22282,0,0,False,False
1970-01-01 00:00:00.000000066,1748423700,10,2025-05-28 09:15:00,0.22237,0.2228725798072464,0.2228725798072464,0.22237,0,0,False,False
1970-01-01 00:00:00.000000067,1748424600,1050,2025-05-28 09:30:00,0.2215835,0.2226212899036232,0.2226212899036232,0.22119,0,0,False,False
1970-01-01 00:00:00.000000068,1748425500,300,2025-05-28 09:45:00,0.22214499999999998,0.2221023949518116,0.22222,0.22207,0,0,False,False
1970-01-01 00:00:00.000000069,1748426400,0,2025-05-28 10:00:00,0.22222,0.2221236974759058,0.22222,0.2221236974759058,0,0,False,False
1970-01-01 00:00:00.000000070,1748427300,2,2025-05-28 10:15:00,0.22208,0.2221718487379529,0.2221718487379529,0.22208,0,0,False,False
1970-01-01 00:00:00.000000071,1748428200,66,2025-05-28 10:30:00,0.2222875,0.22212592436897644,0.22234,0.22212592436897644,0,0,False,False
1970-01-01 00:00:00.000000072,1748429100,0,2025-05-28 10:45:00,0.22224,0.22220671218448823,0.22224,0.22220671218448823,0,0,False,False
1970-01-01 00:00:00.000000073,1748430000,220,2025-05-28 11:00:00,0.22299750000000002,0.2222233560922441,0.2232,0.2222233560922441,0,0,True,False
1970-01-01 00:00:00.000000074,1748430900,222,2025-05-28 11:15:00,0.222605,0.22261042804612208,0.22262,0.22259,0,0,False,False
1970-01-01 00:00:00.000000075,1748431800,0,2025-05-28 11:30:00,0.22259,0.22260771402306104,0.22260771402306104,0.22259,0,0,False,False
1970-01-01 00:00:00.000000076,1748432700,20,2025-05-28 11:45:00,0.22365,0.22259885701153054,0.22365,0.22259885701153054,1,0,True,False
1970-01-01 00:00:00.000000077,1748433600,122,2025-05-28 12:00:00,0.223671,0.22312442850576525,0.223672,0.22312442850576525,0,0,False,False
1970-01-01 00:00:00.000000078,1748434500,0,2025-05-28 12:15:00,0.223672,0.22339771425288263,0.223672,0.22339771425288263,0,0,False,False
1970-01-01 00:00:00.000000079,1748435400,0,2025-05-28 12:30:00,0.223672,0.22353485712644133,0.223672,0.22353485712644133,0,0,False,False
1970-01-01 00:00:00.000000080,1748436300,15,2025-05-28 12:45:00,0.22412,0.22360342856322069,0.22412,0.22360342856322069,0,0,True,False
1970-01-01 00:00:00.000000081,1748437200,1,2025-05-28 13:00:00,0.22272,0.22386171428161034,0.22386171428161034,0.22272,0,0,False,False
1970-01-01 00:00:00.000000082,1748438100,8,2025-05-28 13:15:00,0.22289,0.22329085714080515,0.22329085714080515,0.22286,0,0,False,False
1970-01-01 00:00:00.000000083,1748439000,0,2025-05-28 13:30:00,0.22292,0.22309042857040257,0.22309042857040257,0.22292,0,0,False,False
1970-01-01 00:00:00.000000084,1748439900,149,2025-05-28 13:45:00,0.22098,0.2230052142852013,0.2230052142852013,0.22045,0,1,False,True
1970-01-01 00:00:00.000000085,1748440800,0,2025-05-28 14:00:00,0.22151,0.22199260714260066,0.22199260714260066,0.22151,0,0,False,False
1970-01-01 00:00:00.000000086,1748441700,105,2025-05-28 14:15:00,0.220365,0.22175130357130035,0.22175130357130035,0.22,0,0,False,True
1970-01-01 00:00:00.000000087,1748442600,1160,2025-05-28 14:30:00,0.219725,0.2210581517856502,0.2210581517856502,0.21972,0,0,False,False
1970-01-01 00:00:00.000000088,1748443500,606,2025-05-28 14:45:00,0.21968500000000002,0.2203915758928251,0.2203915758928251,0.21937,0,0,False,False
1970-01-01 00:00:00.000000089,1748444400,716,2025-05-28 15:00:00,0.21886025,0.22003828794641256,0.22003828794641256,0.218001,0,0,False,False
1970-01-01 00:00:00.000000090,1748445300,2,2025-05-28 15:15:00,0.21864499999999998,0.21944926897320627,0.21944926897320627,0.21857,0,0,False,False
1970-01-01 00:00:00.000000091,1748446200,102,2025-05-28 15:30:00,0.21892,0.21904713448660312,0.21928,0.21856,0,0,False,False
1970-01-01 00:00:00.000000092,1748447100,2,2025-05-28 15:45:00,0.21918,0.21898356724330156,0.21918,0.21898356724330156,0,0,False,False
1970-01-01 00:00:00.000000093,1748448000,6,2025-05-28 16:00:00,0.21925499999999998,0.2190817836216508,0.21926,0.2190817836216508,0,0,False,False
1970-01-01 00:00:00.000000094,1748448900,5,2025-05-28 16:15:00,0.2202,0.21916839181082537,0.2202,0.21916839181082537,0,0,False,False
1970-01-01 00:00:00.000000095,1748449800,120,2025-05-28 16:30:00,0.21967,0.2196841959054127,0.2196841959054127,0.21967,0,0,False,False
1970-01-01 00:00:00.000000096,1748450700,16,2025-05-28 16:45:00,0.22,0.21967709795270635,0.22006,0.21967709795270635,0,0,False,False
1970-01-01 00:00:00.000000097,1748451600,138,2025-05-28 17:00:00,0.22063549999999998,0.2198385489763532,0.220772,0.2198385489763532,0,0,False,False
1970-01-01 00:00:00.000000098,1748452500,1944,2025-05-28 17:15:00,0.22007500000000002,0.22023702448817659,0.22074,0.21947,0,0,False,False
1970-01-01 00:00:00.000000099,1748453400,126,2025-05-28 17:30:00,0.21896000000000002,0.22015601224408832,0.22015601224408832,0.2188,0,0,False,True
1970-01-01 00:00:00.000000100,1748454300,469,2025-05-28 17:45:00,0.21926,0.21955800612204418,0.21955800612204418,0.21907,0,0,False,False
1970-01-01 00:00:00.000000101,1748455200,1368,2025-05-28 18:00:00,0.2197425,0.2194090030610221,0.21994,0.2194090030610221,0,0,False,False
1970-01-01 00:00:00.000000102,1748456100,126,2025-05-28 18:15:00,0.21939,0.21957575153051107,0.21966,0.21912,0,0,False,False
1970-01-01 00:00:00.000000103,1748457000,355,2025-05-28 18:30:00,0.21922999999999998,0.21948287576525555,0.21948287576525555,0.21914,0,0,False,False
1970-01-01 00:00:00.000000104,1748457900,1220,2025-05-28 18:45:00,0.21839,0.21935643788262776,0.21935643788262776,0.21836,0,0,False,True
1970-01-01 00:00:00.000000105,1748458800,0,2025-05-28 19:00:00,0.21836,0.2188732189413139,0.2188732189413139,0.21836,0,0,False,False
1970-01-01 00:00:00.000000106,1748459700,0,2025-05-28 19:15:00,0.21836,0.21861660947065695,0.21861660947065695,0.21836,0,0,False,False
1970-01-01 00:00:00.000000107,1748460600,0,2025-05-28 19:30:00,0.21836,0.2184883047353285,0.2184883047353285,0.21836,0,0,False,False
1970-01-01 00:00:00.000000108,1748461500,650,2025-05-28 19:45:00,0.21730850000000002,0.21842415236766424,0.21842415236766424,0.21716,0,0,False,True
1970-01-01 00:00:00.000000109,1748462400,642,2025-05-28 20:00:00,0.217645,0.21786632618383212,0.21786632618383212,0.21756,0,0,False,False
1970-01-01 00:00:00.000000110,1748463300,0,2025-05-28 20:15:00,0.21773,0.21775566309191607,0.21775566309191607,0.21773,0,0,False,False
1970-01-01 00:00:00.000000111,1748464200,105,2025-05-28 20:30:00,0.21859499999999998,0.21774283154595803,0.21864,0.21774283154595803,0,0,True,False
1970-01-01 00:00:00.000000112,1748465100,0,2025-05-28 20:45:00,0.21861,0.218168915772979,0.21861,0.218168915772979,0,0,False,False
1970-01-01 00:00:00.000000113,1748466000,43,2025-05-28 21:00:00,0.21879500000000002,0.2183894578864895,0.2188,0.2183894578864895,0,0,True,False
1970-01-01 00:00:00.000000114,1748466900,1265,2025-05-28 21:15:00,0.2193775,0.21859222894324476,0.21948,0.21859222894324476,0,0,False,False
1970-01-01 00:00:00.000000115,1748467800,0,2025-05-28 21:30:00,0.21928,0.21898486447162238,0.21928,0.21898486447162238,0,0,False,False
1970-01-01 00:00:00.000000116,1748468700,0,2025-05-28 21:45:00,0.21928,0.2191324322358112,0.21928,0.2191324322358112,0,0,False,False
1970-01-01 00:00:00.000000117,1748469600,0,2025-05-28 22:00:00,0.21928,0.21920621611790558,0.21928,0.21920621611790558,0,0,False,False
1970-01-01 00:00:00.000000118,1748470500,0,2025-05-28 22:15:00,0.21928,0.2192431080589528,0.21928,0.2192431080589528,0,0,False,False
1970-01-01 00:00:00.000000119,1748471400,0,2025-05-28 22:30:00,0.21928,0.2192615540294764,0.21928,0.2192615540294764,0,0,False,False
1970-01-01 00:00:00.000000120,1748472300,0,2025-05-28 22:45:00,0.21928,0.21927077701473818,0.21928,0.21927077701473818,0,0,False,False
1970-01-01 00:00:00.000000121,1748473200,446,2025-05-28 23:00:00,0.21985,0.2192753885073691,0.21985,0.2192753885073691,1,0,True,False
1970-01-01 00:00:00.000000122,1748474100,0,2025-05-28 23:15:00,0.21985,0.21956269425368455,0.21985,0.21956269425368455,0,0,False,False
1970-01-01 00:00:00.000000123,1748475000,861,2025-05-28 23:30:00,0.22128,0.21970634712684228,0.2213,0.21970634712684228,0,0,True,False
1970-01-01 00:00:00.000000124,1748475900,60,2025-05-28 23:45:00,0.22036,0.22049317356342113,0.22049317356342113,0.22036,0,0,False,False
1970-01-01 00:00:00.000000125,1748476800,0,2025-05-29 00:00:00,0.22036,0.22042658678171057,0.22042658678171057,0.22036,0,0,False,False
1970-01-01 00:00:00.000000126,1748477700,801,2025-05-29 00:15:00,0.221274,0.22039329339085528,0.221278,0.22039329339085528,0,0,False,False
1970-01-01 00:00:00.000000127,1748478600,66,2025-05-29 00:30:00,0.22203,0.22083364669542765,0.22203,0.22083364669542765,0,0,False,False
1970-01-01 00:00:00.000000128,1748479500,271,2025-05-29 00:45:00,0.224712,0.22143182334771383,0.224714,0.22143182334771383,0,0,False,False
1970-01-01 00:00:00.000000129,1748480400,0,2025-05-29 01:00:00,0.224714,0.22307191167385693,0.224714,0.22307191167385693,0,0,False,False
1970-01-01 00:00:00.000000130,1748481300,0,2025-05-29 01:15:00,0.224714,0.22389295583692848,0.224714,0.22389295583692848,0,0,False,False
1970-01-01 00:00:00.000000131,1748482200,25,2025-05-29 01:30:00,0.22293000000000002,0.22430347791846422,0.22430347791846422,0.22291,0,0,False,False
1970-01-01 00:00:00.000000132,1748483100,0,2025-05-29 01:45:00,0.22295,0.22361673895923212,0.22361673895923212,0.22295,0,0,False,False
1970-01-01 00:00:00.000000133,1748484000,50,2025-05-29 02:00:00,0.22331,0.22328336947961608,0.22349,0.22313,0,0,False,False
1970-01-01 00:00:00.000000134,1748484900,0,2025-05-29 02:15:00,0.22313,0.22329668473980804,0.22329668473980804,0.22313,0,0,False,False
1970-01-01 00:00:00.000000135,1748485800,30,2025-05-29 02:30:00,0.225705,0.22321334236990403,0.22571,0.22321334236990403,0,0,True,False
1970-01-01 00:00:00.000000136,1748486700,185,2025-05-29 02:45:00,0.227011,0.224459171184952,0.227012,0.224459171184952,0,0,False,False
1970-01-01 00:00:00.000000137,1748487600,0,2025-05-29 03:00:00,0.227012,0.22573508559247601,0.227012,0.22573508559247601,0,0,False,False
1970-01-01 00:00:00.000000138,1748488500,49,2025-05-29 03:15:00,0.226985,0.226373542796238,0.22721,0.226373542796238,0,0,False,False
1970-01-01 00:00:00.000000139,1748489400,67,2025-05-29 03:30:00,0.22648000000000001,0.226679271398119,0.2271,0.22586,0,0,False,False
1970-01-01 00:00:00.000000140,1748490300,10,2025-05-29 03:45:00,0.22624,0.2265796356990595,0.2265796356990595,0.22624,0,0,False,False
1970-01-01 00:00:00.000000141,1748491200,44,2025-05-29 04:00:00,0.226165,0.22640981784952974,0.22645,0.2259,0,0,False,False
1970-01-01 00:00:00.000000142,1748492100,101,2025-05-29 04:15:00,0.22519999999999998,0.22628740892476487,0.22628740892476487,0.22486,0,0,False,False
1970-01-01 00:00:00.000000143,1748493000,5,2025-05-29 04:30:00,0.22412,0.22574370446238243,0.22574370446238243,0.22412,0,0,False,False
1970-01-01 00:00:00.000000144,1748493900,282,2025-05-29 04:45:00,0.22346,0.22493185223119122,0.22493185223119122,0.22299,0,1,False,False
1970-01-01 00:00:00.000000145,1748494800,0,2025-05-29 05:00:00,0.22393,0.2241959261155956,0.2241959261155956,0.22393,0,0,False,False
1970-01-01 00:00:00.000000146,1748495700,99,2025-05-29 05:15:00,0.2245625,0.2240629630577978,0.22487,0.2240629630577978,0,0,False,False
1970-01-01 00:00:00.000000147,1748496600,31,2025-05-29 05:30:00,0.22507499999999997,0.2243127315288989,0.22514,0.2243127315288989,0,0,False,False
1970-01-01 00:00:00.000000148,1748497500,5,2025-05-29 05:45:00,0.22481,0.22469386576444944,0.22481,0.22469386576444944,0,0,False,False
1970-01-01 00:00:00.000000149,1748498400,399,2025-05-29 06:00:00,0.224745,0.22475193288222473,0.22487,0.22462,0,0,False,False
1970-01-01 00:00:00.000000150,1748499300,300,2025-05-29 06:15:00,0.22454749999999998,0.22474846644111235,0.22474846644111235,0.22441,0,0,False,False
1970-01-01 00:00:00.000000151,1748500200,34,2025-05-29 06:30:00,0.22426,0.22464798322055618,0.22464798322055618,0.22426,0,0,False,False
1970-01-01 00:00:00.000000152,1748501100,344,2025-05-29 06:45:00,0.22468749999999998,0.22445399161027807,0.22519,0.22445399161027807,0,0,False,False
1970-01-01 00:00:00.000000153,1748502000,0,2025-05-29 07:00:00,0.22449,0.22457074580513903,0.22457074580513903,0.22449,0,0,False,False
1970-01-01 00:00:00.000000154,1748502900,110,2025-05-29 07:15:00,0.22466999999999998,0.2245303729025695,0.22485,0.22449,0,0,False,False
1970-01-01 00:00:00.000000155,1748503800,2,2025-05-29 07:30:00,0.22469,0.22460018645128474,0.22469,0.22460018645128474,0,0,False,False
1970-01-01 00:00:00.000000156,1748504700,415,2025-05-29 07:45:00,0.224335,0.22464509322564236,0.22464509322564236,0.22433,0,0,False,True
1970-01-01 00:00:00.000000157,1748505600,0,2025-05-29 08:00:00,0.22434,0.22449004661282118,0.22449004661282118,0.22434,0,0,False,False
1970-01-01 00:00:00.000000158,1748506500,0,2025-05-29 08:15:00,0.22434,0.2244150233064106,0.2244150233064106,0.22434,0,0,False,False
1970-01-01 00:00:00.000000159,1748507400,1,2025-05-29 08:30:00,0.22494,0.2243775116532053,0.22494,0.2243775116532053,0,0,True,False
1970-01-01 00:00:00.000000160,1748508300,406,2025-05-29 08:45:00,0.22515200000000002,0.22465875582660266,0.225444,0.22465875582660266,0,0,False,False
1970-01-01 00:00:00.000000161,1748509200,226,2025-05-29 09:00:00,0.225081,0.22490537791330134,0.225082,0.22490537791330134,0,0,False,False
1970-01-01 00:00:00.000000162,1748510100,234,2025-05-29 09:15:00,0.2252575,0.22499318895665066,0.22539,0.22499318895665066,0,0,False,False
1970-01-01 00:00:00.000000163,1748511000,209,2025-05-29 09:30:00,0.2253625,0.22512534447832533,0.2257,0.22512534447832533,0,0,False,False
1970-01-01 00:00:00.000000164,1748511900,123,2025-05-29 09:45:00,0.22529000000000002,0.22524392223916267,0.22555,0.22503,0,0,False,False
1970-01-01 00:00:00.000000165,1748512800,43,2025-05-29 10:00:00,0.2252,0.22526696111958133,0.22548,0.22492,0,0,False,False
1970-01-01 00:00:00.000000166,1748513700,0,2025-05-29 10:15:00,0.22492,0.22523348055979067,0.22523348055979067,0.22492,0,0,False,False
1970-01-01 00:00:00.000000167,1748514600,0,2025-05-29 10:30:00,0.22492,0.22507674027989533,0.22507674027989533,0.22492,0,0,False,False
1970-01-01 00:00:00.000000168,1748515500,2,2025-05-29 10:45:00,0.22539,0.22499837013994767,0.22539,0.22499837013994767,0,0,False,False
1970-01-01 00:00:00.000000169,1748516400,664,2025-05-29 11:00:00,0.2256225,0.22519418506997385,0.22585,0.22519418506997385,0,0,False,False
1970-01-01 00:00:00.000000170,1748517300,0,2025-05-29 11:15:00,0.22548,0.22540834253498693,0.22548,0.22540834253498693,0,0,False,False
1970-01-01 00:00:00.000000171,1748518200,288,2025-05-29 11:30:00,0.22499,0.22544417126749347,0.22544417126749347,0.22499,0,0,False,True
1970-01-01 00:00:00.000000172,1748519100,6133,2025-05-29 11:45:00,0.22454000000000002,0.22521708563374673,0.22521708563374673,0.22441,0,0,False,False
1970-01-01 00:00:00.000000173,1748520000,1736,2025-05-29 12:00:00,0.22445849999999998,0.22487854281687336,0.22487854281687336,0.22426,0,0,False,False
1970-01-01 00:00:00.000000174,1748520900,695,2025-05-29 12:15:00,0.223915,0.22466852140843668,0.22466852140843668,0.22364,0,0,False,True
1970-01-01 00:00:00.000000175,1748521800,1312,2025-05-29 12:30:00,0.22394,0.22429176070421836,0.22438,0.2236,0,0,False,False
1970-01-01 00:00:00.000000176,1748522700,7,2025-05-29 12:45:00,0.22322,0.22411588035210916,0.22411588035210916,0.22322,0,0,False,True
1970-01-01 00:00:00.000000177,1748523600,1810,2025-05-29 13:00:00,0.223945,0.22366794017605457,0.22404,0.22366794017605457,0,0,False,False
1970-01-01 00:00:00.000000178,1748524500,850,2025-05-29 13:15:00,0.224024,0.2238064700880273,0.224028,0.2238064700880273,0,0,False,False
1970-01-01 00:00:00.000000179,1748525400,1470,2025-05-29 13:30:00,0.22234,0.22391523504401364,0.22391523504401364,0.2216,0,0,False,True
1970-01-01 00:00:00.000000180,1748526300,23,2025-05-29 13:45:00,0.22173,0.22312761752200683,0.22312761752200683,0.22173,0,0,False,False
1970-01-01 00:00:00.000000181,1748527200,1639,2025-05-29 14:00:00,0.2208525,0.2224288087610034,0.2224288087610034,0.22037,0,0,False,True
1970-01-01 00:00:00.000000182,1748528100,310,2025-05-29 14:15:00,0.218675,0.2216406543805017,0.2216406543805017,0.21831,0,0,False,False
1970-01-01 00:00:00.000000183,1748529000,1219,2025-05-29 14:30:00,0.219433,0.22015782719025084,0.22015782719025084,0.21898,0,0,False,False
1970-01-01 00:00:00.000000184,1748529900,400,2025-05-29 14:45:00,0.22108,0.21979541359512542,0.22108,0.21979541359512542,0,0,False,False
1970-01-01 00:00:00.000000185,1748530800,59,2025-05-29 15:00:00,0.22109,0.2204377067975627,0.2214,0.2204377067975627,0,0,False,False
1970-01-01 00:00:00.000000186,1748531700,519,2025-05-29 15:15:00,0.22092499999999998,0.22076385339878135,0.2211,0.22076385339878135,0,0,False,False
1970-01-01 00:00:00.000000187,1748532600,84,2025-05-29 15:30:00,0.22035000000000002,0.22084442669939067,0.22084442669939067,0.22006,0,0,False,True
1970-01-01 00:00:00.000000188,1748533500,720,2025-05-29 15:45:00,0.219552,0.22059721334969534,0.22059721334969534,0.21939,0,0,False,False
